what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046462333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046463721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046466678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046468168
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1776046468587
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1776046470505
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1776046470952
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1776046475405
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1776046528702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046532980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046533814
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1776046533841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046544812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046545468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046545951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046550014
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1776046553095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046563576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046595319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046665753
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046821337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1776046821888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1776046822505
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1776046823410
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1776046823981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1776046824234
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1776046824778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046826274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776046827516
